,prelim.household,prelim.gender,prelim.age,hh.wealth1,hh.SMP,hh.Pesticide,base.control,base.attitudes,base.dnorms,base.innorms,base.intention,follow.control,follow.attitudes,follow.dnorms,follow.innorms,follow.intention,final.control,final.attitudes,final.dnorms,final.innorms,final.intention,follow.event_attendance,base.hotline,follow.hotline,final.hotline,base.story,follow.story,final.story,base.pledge,follow.pledge,final.pledge,base.Knowledge,follow.Knowledge,final.Knowledge,ID,Base
321,98,0,60,2,0,0,NA,NA,NA,NA,NA,12,15,7,15,9,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,321,0
322,102,0,24,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,322,0
323,66,0,24,4,1,0,NA,NA,NA,NA,NA,7,14,7,12,8,11,16,6,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0
324,63,0,18,2,0,0,11,14,7,14,8,11,13,8,12,8,14,18,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,324,1
325,63,0,18,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,325,0
326,88,1,33,4,1,0,NA,NA,NA,NA,NA,8,15,6,12,8,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,0,1,NA,0,1,NA,326,0
327,42,1,41,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,327,0
328,55,1,24,5,0,0,NA,NA,NA,NA,NA,13,16,8,12,10,9,16,6,12,6,0,0,0,2,0,1,5,0,2,0,0,3,7,328,0
329,NA,NA,NA,NA,NA,NA,8,15,7,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,329,1
330,46,1,58,3,0,0,11,8,8,9,6,10,13,8,14,10,NA,NA,NA,NA,NA,0,0,1,NA,0,0,NA,0,0,NA,0,1,NA,330,1
331,152,1,23,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,331,0
332,151,0,45,3,0,0,11,16,6,14,8,9,14,7,14,8,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,332,1
333,43,0,56,5,1,0,12,15,8,17,9,13,19,10,16,10,8,15,6,16,8,0,0,1,0,0,0,5,0,0,1,0,1,6,333,1
334,7,0,48,3,0,0,13,16,6,17,10,13,15,6,20,10,12,19,9,20,7,1,0,3,2,0,2,5,0,1,0,0,6,7,334,1
335,60,0,40,3,NA,0,9,17,6,16,8,14,19,6,16,10,NA,NA,NA,NA,NA,1,0,2,NA,0,1,NA,0,2,NA,0,5,NA,335,1
336,86,1,47,4,1,0,NA,NA,NA,NA,NA,10,15,5,17,10,13,17,9,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0
337,32,1,52,3,0,0,10,14,4,10,4,12,16,6,16,10,10,17,8,13,6,1,0,1,0,0,1,5,0,1,0,0,3,5,337,1
338,79,0,35,3,0,0,NA,NA,NA,NA,NA,9,14,6,18,10,7,13,6,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0
339,82,1,23,5,0,0,NA,NA,NA,NA,NA,9,15,6,10,6,NA,NA,NA,NA,NA,0,0,0,NA,0,1,NA,0,0,NA,0,1,NA,339,0
340,132,1,29,4,0,0,NA,NA,NA,NA,NA,10,15,6,15,9,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,340,0
341,44,1,35,4,0,1,9,14,7,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,341,1
342,61,1,36,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,342,0
343,64,1,23,4,1,0,NA,NA,NA,NA,NA,14,17,8,13,9,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,343,0
344,82,1,20,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,344,0
345,35,0,39,3,1,0,9,14,7,13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,345,1
346,40,0,40,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,346,0
347,105,1,37,6,0,1,NA,NA,NA,NA,NA,13,16,4,10,6,9,14,6,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0
348,8,1,44,5,NA,0,15,16,8,19,9,15,16,8,19,9,NA,NA,NA,NA,NA,1,0,2,NA,0,3,NA,0,2,NA,0,7,NA,348,1
349,139,1,47,4,0,1,NA,NA,NA,NA,NA,6,12,9,8,2,10,15,4,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0
350,2,1,35,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,350,0
351,128,0,33,4,1,0,9,14,6,14,6,12,18,9,15,9,9,13,6,12,5,0,0,0,0,0,0,2,0,0,0,0,0,2,351,1
352,99,0,24,3,1,0,12,15,6,14,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,352,1
353,106,0,54,5,0,0,13,14,7,15,8,13,14,6,13,8,9,16,6,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,353,1
354,40,1,53,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,354,0
355,28,1,19,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,355,0
356,27,1,24,4,0,1,NA,NA,NA,NA,NA,10,15,6,13,8,10,15,5,14,6,0,0,2,0,0,0,0,0,0,0,0,2,0,356,0
357,28,0,21,4,1,0,NA,NA,NA,NA,NA,12,17,8,16,9,11,19,8,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,357,0
358,23,1,24,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,358,0
359,9,0,18,2,0,1,NA,NA,NA,NA,NA,6,14,6,13,9,10,15,8,14,8,0,0,0,0,0,0,4,0,0,0,0,0,4,359,0
360,9,0,21,2,0,1,NA,NA,NA,NA,NA,10,14,5,11,9,9,15,5,14,7,0,0,0,0,0,0,1,0,0,0,0,0,1,360,0
361,9,1,19,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,361,0
362,19,1,26,4,0,1,13,19,7,14,9,13,16,5,17,10,NA,NA,NA,NA,NA,0,0,3,NA,0,0,NA,0,0,NA,0,3,NA,362,1
363,62,0,18,2,1,0,NA,NA,NA,NA,NA,11,14,8,16,8,12,15,7,15,9,0,0,1,0,0,0,0,0,0,0,0,1,0,363,0
364,108,0,24,4,0,1,12,17,6,17,9,12,17,8,17,8,12,17,6,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,364,1
365,17,0,26,4,1,0,NA,NA,NA,NA,NA,12,14,7,13,8,NA,NA,NA,NA,NA,0,0,0,NA,0,1,NA,0,0,NA,0,1,NA,365,0
366,127,0,23,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,366,0
367,5,0,24,4,0,0,NA,NA,NA,NA,NA,12,17,7,15,8,9,13,6,12,7,0,0,0,1,0,0,1,0,0,0,0,0,2,367,0
368,56,1,30,3,0,0,9,16,6,16,8,12,17,6,14,9,12,17,6,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,368,1
369,5,1,21,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,369,0
370,49,1,49,4,1,0,NA,NA,NA,NA,NA,11,17,5,16,9,12,18,6,14,7,1,0,2,2,0,4,5,0,2,1,0,8,8,370,0
371,17,1,22,4,1,0,NA,NA,NA,NA,NA,10,17,6,16,9,NA,NA,NA,NA,NA,0,0,0,NA,0,5,NA,0,0,NA,0,5,NA,371,0
372,70,1,18,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,372,0
373,3,0,50,3,0,0,NA,NA,NA,NA,NA,13,15,6,14,9,9,14,6,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0
374,145,0,18,3,0,0,NA,NA,NA,NA,NA,7,14,6,11,4,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,374,0
375,148,0,21,5,NA,1,NA,NA,NA,NA,NA,11,14,8,13,8,9,15,9,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0
376,145,0,31,3,0,0,9,14,7,12,4,7,13,6,9,4,10,16,7,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,376,1
377,NA,NA,NA,NA,NA,NA,8,14,6,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,377,1
378,150,0,33,4,0,1,NA,NA,NA,NA,NA,10,15,6,13,9,8,13,7,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0
379,81,1,33,4,0,0,NA,NA,NA,NA,NA,14,14,6,13,9,11,15,5,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0
380,115,0,27,4,1,0,12,17,7,18,8,11,17,6,15,8,11,17,6,14,8,0,0,0,2,0,0,0,0,0,0,0,0,2,380,1
381,NA,NA,NA,NA,NA,NA,10,13,6,13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,381,1
382,110,0,23,5,0,0,NA,NA,NA,NA,NA,12,15,5,13,8,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,382,0
383,NA,NA,NA,NA,NA,NA,6,14,6,13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,383,1
384,85,0,19,5,1,0,NA,NA,NA,NA,NA,10,15,8,15,9,10,16,8,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0
385,32,1,22,3,0,0,13,19,7,17,9,14,16,6,14,10,11,16,9,18,7,0,0,2,3,0,0,0,0,0,0,0,2,3,385,1
386,87,0,37,4,0,0,NA,NA,NA,NA,NA,10,17,6,16,10,12,16,6,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0
387,116,0,25,3,1,0,9,13,6,16,8,11,18,6,14,10,12,17,8,15,9,0,0,0,2,0,0,0,0,0,2,0,0,4,387,1
388,41,1,21,4,1,1,6,14,5,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,388,1
389,57,1,25,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,389,0
390,49,0,44,4,1,0,12,13,5,18,8,12,14,5,16,8,12,15,6,15,8,1,0,0,2,0,0,0,0,0,0,0,0,2,390,1
391,109,0,45,4,1,0,12,14,6,10,9,11,13,6,12,8,12,16,7,12,9,0,0,0,0,0,0,0,0,0,1,0,0,1,391,1
392,37,1,63,5,0,0,NA,NA,NA,NA,NA,12,16,8,16,10,11,16,6,13,6,1,0,2,2,0,1,5,0,3,0,0,6,7,392,0
393,24,1,60,6,1,1,10,19,6,15,10,15,18,6,18,10,13,16,8,15,8,1,0,1,2,0,5,5,0,3,2,0,9,9,393,1
394,134,1,41,4,1,0,6,12,6,9,5,10,12,5,10,4,9,13,6,10,6,0,0,0,2,0,0,0,0,0,0,0,0,2,394,1
395,86,0,44,4,1,0,8,17,6,12,8,10,15,6,13,8,10,17,8,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,395,1
396,37,0,48,5,0,0,NA,NA,NA,NA,NA,8,17,6,11,8,9,16,6,12,6,1,0,2,2,0,4,5,0,2,0,0,8,7,396,0
397,148,0,51,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,397,0
398,98,0,23,2,0,0,NA,NA,NA,NA,NA,10,14,6,11,8,11,17,9,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0
399,97,0,34,1,0,0,11,15,7,10,8,12,17,6,13,8,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,399,1
400,98,0,20,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,400,0
